PATTERN	COUNT	TOKENS	COVERAGE	CATEGORY	SIZE	FREQUENCY
over haar	1144		2288	3.06355e-05	ngram	2	2.25031e-05
gearriveert ,	1144		2288	3.06355e-05	ngram	2	2.25031e-05
een paar	1144		2288	3.06355e-05	ngram	2	2.25031e-05
d Hr	1144		2288	3.06355e-05	ngram	2	2.25031e-05
, Twee	1143		2286	3.06087e-05	ngram	2	2.24835e-05
Jaere van	1143		2286	3.06087e-05	ngram	2	2.24835e-05
inde voorss	1143		2286	3.06087e-05	ngram	2	2.24835e-05
Heer van	1143		2286	3.06087e-05	ngram	2	2.24835e-05
en dus	1143		2286	3.06087e-05	ngram	2	2.24835e-05
den achtsten	1143		2286	3.06087e-05	ngram	2	2.24835e-05
daar na	1143		2286	3.06087e-05	ngram	2	2.24835e-05
sullen guarandeeren	1142		2284	3.05819e-05	ngram	2	2.24638e-05
stellen ofte	1142		2284	3.05819e-05	ngram	2	2.24638e-05
sijn aan	1142		2284	3.05819e-05	ngram	2	2.24638e-05
sonder kindt	1141		2282	3.05552e-05	ngram	2	2.24441e-05
recht ,	1141		2282	3.05552e-05	ngram	2	2.24441e-05
het hier	1141		2282	3.05552e-05	ngram	2	2.24441e-05
etc. alles	1141		2282	3.05552e-05	ngram	2	2.24441e-05
van tgeene	1140		2280	3.05284e-05	ngram	2	2.24245e-05
ende voltrocken	1140		2280	3.05284e-05	ngram	2	2.24245e-05
ende sy	1140		2280	3.05284e-05	ngram	2	2.24245e-05
wes sij	1139		2278	3.05016e-05	ngram	2	2.24048e-05
passeren ende	1139		2278	3.05016e-05	ngram	2	2.24048e-05
getransporteert door	1139		2278	3.05016e-05	ngram	2	2.24048e-05
ende nog	1139		2278	3.05016e-05	ngram	2	2.24048e-05
de exceptie	1139		2278	3.05016e-05	ngram	2	2.24048e-05
uijteijnde te	1138		2276	3.04748e-05	ngram	2	2.23851e-05
op d	1138		2276	3.04748e-05	ngram	2	2.23851e-05
oock niet	1138		2276	3.04748e-05	ngram	2	2.23851e-05
levende ofte	1138		2276	3.04748e-05	ngram	2	2.23851e-05
ende generale	1138		2276	3.04748e-05	ngram	2	2.23851e-05
kind ,	1137		2274	3.0448e-05	ngram	2	2.23654e-05
Johannes Seullijn	1137		2274	3.0448e-05	ngram	2	2.23654e-05
In omnibus	1137		2274	3.0448e-05	ngram	2	2.23654e-05
desomme van	1137		2274	3.0448e-05	ngram	2	2.23654e-05
Regt .	1136		2272	3.04213e-05	ngram	2	2.23458e-05
gehoort dat	1136		2272	3.04213e-05	ngram	2	2.23458e-05
gebleeken ,	1136		2272	3.04213e-05	ngram	2	2.23458e-05
2e: get	1136		2272	3.04213e-05	ngram	2	2.23458e-05
maken ,	1135		2270	3.03945e-05	ngram	2	2.23261e-05
een ofte	1135		2270	3.03945e-05	ngram	2	2.23261e-05
drie maenden	1135		2270	3.03945e-05	ngram	2	2.23261e-05
verclaerden te	1134		2268	3.03677e-05	ngram	2	2.23064e-05
leggen ,	1134		2268	3.03677e-05	ngram	2	2.23064e-05
in huys	1134		2268	3.03677e-05	ngram	2	2.23064e-05
gemeld ,	1134		2268	3.03677e-05	ngram	2	2.23064e-05
die onder	1134		2268	3.03677e-05	ngram	2	2.23064e-05
den Inhoude	1134		2268	3.03677e-05	ngram	2	2.23064e-05
2 &	1134		2268	3.03677e-05	ngram	2	2.23064e-05
te observeren	1133		2266	3.03409e-05	ngram	2	2.22868e-05
Somma van	1132		2264	3.03141e-05	ngram	2	2.22671e-05
op ,	1132		2264	3.03141e-05	ngram	2	2.22671e-05
of ander	1132		2264	3.03141e-05	ngram	2	2.22671e-05
Notaris Mr.	1132		2264	3.03141e-05	ngram	2	2.22671e-05
Januarij des	1132		2264	3.03141e-05	ngram	2	2.22671e-05
goederen geene	1132		2264	3.03141e-05	ngram	2	2.22671e-05
de gerechte	1132		2264	3.03141e-05	ngram	2	2.22671e-05
, allen	1132		2264	3.03141e-05	ngram	2	2.22671e-05
eygen merck	1131		2262	3.02874e-05	ngram	2	2.22474e-05
de Kooppenningen	1131		2262	3.02874e-05	ngram	2	2.22474e-05
zijn Comparants	1130		2260	3.02606e-05	ngram	2	2.22278e-05
hare kind	1130		2260	3.02606e-05	ngram	2	2.22278e-05
aende selve	1130		2260	3.02606e-05	ngram	2	2.22278e-05
uijtspraecke gelijck	1129		2258	3.02338e-05	ngram	2	2.22081e-05
sullen comen	1129		2258	3.02338e-05	ngram	2	2.22081e-05
gene uijtgesondert	1129		2258	3.02338e-05	ngram	2	2.22081e-05
eerste en	1129		2258	3.02338e-05	ngram	2	2.22081e-05
wonende in	1128		2256	3.0207e-05	ngram	2	2.21884e-05
van betalinge	1128		2256	3.0207e-05	ngram	2	2.21884e-05
Heer Comparants	1128		2256	3.0207e-05	ngram	2	2.21884e-05
heeft te	1128		2256	3.0207e-05	ngram	2	2.21884e-05
haere persoonen	1128		2256	3.0207e-05	ngram	2	2.21884e-05
gestaen opte	1128		2256	3.0207e-05	ngram	2	2.21884e-05
Een lap	1128		2256	3.0207e-05	ngram	2	2.21884e-05
soo 't	1127		2254	3.01802e-05	ngram	2	2.21687e-05
het land	1127		2254	3.01802e-05	ngram	2	2.21687e-05
hebben op	1127		2254	3.01802e-05	ngram	2	2.21687e-05
den sesden	1127		2254	3.01802e-05	ngram	2	2.21687e-05
soude Connen	1126		2252	3.01535e-05	ngram	2	2.21491e-05
sonder iets	1126		2252	3.01535e-05	ngram	2	2.21491e-05
in preesentie	1126		2252	3.01535e-05	ngram	2	2.21491e-05
' Eersame	1126		2252	3.01535e-05	ngram	2	2.21491e-05
te spreken	1125		2250	3.01267e-05	ngram	2	2.21294e-05
Lakeman en	1125		2250	3.01267e-05	ngram	2	2.21294e-05
ende Samuel	1125		2250	3.01267e-05	ngram	2	2.21294e-05
aen die	1125		2250	3.01267e-05	ngram	2	2.21294e-05
Twee dito	1124		2248	3.00999e-05	ngram	2	2.21097e-05
opgemelde schip	1124		2248	3.00999e-05	ngram	2	2.21097e-05
en stelt	1124		2248	3.00999e-05	ngram	2	2.21097e-05
allen ende	1124		2248	3.00999e-05	ngram	2	2.21097e-05
ter Presentie	1123		2246	3.00731e-05	ngram	2	2.20901e-05
onder een	1123		2246	3.00731e-05	ngram	2	2.20901e-05
laten genieten	1123		2246	3.00731e-05	ngram	2	2.20901e-05
innen ,	1123		2246	3.00731e-05	ngram	2	2.20901e-05
Een bedt	1123		2246	3.00731e-05	ngram	2	2.20901e-05
de obligatie	1123		2246	3.00731e-05	ngram	2	2.20901e-05
Codicillen ende	1123		2246	3.00731e-05	ngram	2	2.20901e-05
versoeckende etc.	1122		2244	3.00464e-05	ngram	2	2.20704e-05
ofte te	1122		2244	3.00464e-05	ngram	2	2.20704e-05
nae dat	1122		2244	3.00464e-05	ngram	2	2.20704e-05
als nog	1122		2244	3.00464e-05	ngram	2	2.20704e-05
verdienen hem	1121		2242	3.00196e-05	ngram	2	2.20507e-05
maendt ende	1121		2242	3.00196e-05	ngram	2	2.20507e-05
kost ,	1121		2242	3.00196e-05	ngram	2	2.20507e-05
de stad	1121		2242	3.00196e-05	ngram	2	2.20507e-05
de selven	1121		2242	3.00196e-05	ngram	2	2.20507e-05
dat tselve	1121		2242	3.00196e-05	ngram	2	2.20507e-05
alles in	1121		2242	3.00196e-05	ngram	2	2.20507e-05
aen Sr.	1121		2242	3.00196e-05	ngram	2	2.20507e-05
waer naer	1120		2240	2.99928e-05	ngram	2	2.2031e-05
staende en	1120		2240	2.99928e-05	ngram	2	2.2031e-05
staende .	1120		2240	2.99928e-05	ngram	2	2.2031e-05
Sonder argelist	1120		2240	2.99928e-05	ngram	2	2.2031e-05
Notarij gestaen	1120		2240	2.99928e-05	ngram	2	2.2031e-05
nae noen	1120		2240	2.99928e-05	ngram	2	2.2031e-05
Compts .	1120		2240	2.99928e-05	ngram	2	2.2031e-05
alsulcx ofte	1120		2240	2.99928e-05	ngram	2	2.2031e-05
als tot	1120		2240	2.99928e-05	ngram	2	2.2031e-05
zijn den	1119		2238	2.9966e-05	ngram	2	2.20114e-05
iegelijk te	1119		2238	2.9966e-05	ngram	2	2.20114e-05
haere goederen	1119		2238	2.9966e-05	ngram	2	2.20114e-05
daar over	1119		2238	2.9966e-05	ngram	2	2.20114e-05
connen bestaen	1119		2238	2.9966e-05	ngram	2	2.20114e-05
aangaan ,	1119		2238	2.9966e-05	ngram	2	2.20114e-05
20 .	1119		2238	2.9966e-05	ngram	2	2.20114e-05
syn geweest	1118		2236	2.99392e-05	ngram	2	2.19917e-05
sijnde voor	1118		2236	2.99392e-05	ngram	2	2.19917e-05
sijn als	1118		2236	2.99392e-05	ngram	2	2.19917e-05
dat ook	1118		2236	2.99392e-05	ngram	2	2.19917e-05
sal het	1117		2234	2.99125e-05	ngram	2	2.1972e-05
genomint .	1117		2234	2.99125e-05	ngram	2	2.1972e-05
Wed .	1116		2232	2.98857e-05	ngram	2	2.19524e-05
sententie te	1116		2232	2.98857e-05	ngram	2	2.19524e-05
Erffgenamen ,	1116		2232	2.98857e-05	ngram	2	2.19524e-05
ende sullen	1116		2232	2.98857e-05	ngram	2	2.19524e-05
eene helft	1116		2232	2.98857e-05	ngram	2	2.19524e-05
: selfs	1115		2230	2.98589e-05	ngram	2	2.19327e-05
sal .	1115		2230	2.98589e-05	ngram	2	2.19327e-05
ontvangst te	1115		2230	2.98589e-05	ngram	2	2.19327e-05
maniere doenl	1115		2230	2.98589e-05	ngram	2	2.19327e-05
ende Sr.	1115		2230	2.98589e-05	ngram	2	2.19327e-05
ende denselven	1115		2230	2.98589e-05	ngram	2	2.19327e-05
vande goederen	1114		2228	2.98321e-05	ngram	2	2.1913e-05
, mijn	1114		2228	2.98321e-05	ngram	2	2.1913e-05
in zijne	1114		2228	2.98321e-05	ngram	2	2.1913e-05
ende etc.	1114		2228	2.98321e-05	ngram	2	2.1913e-05
de Lange	1114		2228	2.98321e-05	ngram	2	2.1913e-05
spiegel met	1113		2226	2.98053e-05	ngram	2	2.18934e-05
hoe waar	1113		2226	2.98053e-05	ngram	2	2.18934e-05
heer van	1113		2226	2.98053e-05	ngram	2	2.18934e-05
gestelt .	1113		2226	2.98053e-05	ngram	2	2.18934e-05
ende questien	1113		2226	2.98053e-05	ngram	2	2.18934e-05
Claesz van	1113		2226	2.98053e-05	ngram	2	2.18934e-05
tien st.	1112		2224	2.97786e-05	ngram	2	2.18737e-05
ontvangen van	1112		2224	2.97786e-05	ngram	2	2.18737e-05
en soon	1112		2224	2.97786e-05	ngram	2	2.18737e-05
daer door	1112		2224	2.97786e-05	ngram	2	2.18737e-05
als nogh	1112		2224	2.97786e-05	ngram	2	2.18737e-05
Regta .	1111		2222	2.97518e-05	ngram	2	2.1854e-05
Mo :	1111		2222	2.97518e-05	ngram	2	2.1854e-05
hij eerste	1111		2222	2.97518e-05	ngram	2	2.1854e-05
heeft verklaart	1111		2222	2.97518e-05	ngram	2	2.1854e-05
en 3	1111		2222	2.97518e-05	ngram	2	2.1854e-05
volle en	1110		2220	2.9725e-05	ngram	2	2.18343e-05
het doen	1110		2220	2.9725e-05	ngram	2	2.18343e-05
ende universele	1110		2220	2.9725e-05	ngram	2	2.18343e-05
Capitaal als	1110		2220	2.9725e-05	ngram	2	2.18343e-05
Twee obligatien	1109		2218	2.96982e-05	ngram	2	2.18147e-05
ten tyde	1109		2218	2.96982e-05	ngram	2	2.18147e-05
hondert Caroli	1109		2218	2.96982e-05	ngram	2	2.18147e-05
deze Stad	1109		2218	2.96982e-05	ngram	2	2.18147e-05
broeder de	1109		2218	2.96982e-05	ngram	2	2.18147e-05
bij plaatsvulling	1109		2218	2.96982e-05	ngram	2	2.18147e-05
stellen op	1108		2216	2.96714e-05	ngram	2	2.1795e-05
Septemb :	1108		2216	2.96714e-05	ngram	2	2.1795e-05
en middelen	1108		2216	2.96714e-05	ngram	2	2.1795e-05
: den	1108		2216	2.96714e-05	ngram	2	2.1795e-05
wesende ,	1107		2214	2.96447e-05	ngram	2	2.17753e-05
Steede als	1107		2214	2.96447e-05	ngram	2	2.17753e-05
Jan Claesz	1107		2214	2.96447e-05	ngram	2	2.17753e-05
benaaming het	1107		2214	2.96447e-05	ngram	2	2.17753e-05
te voeren	1106		2212	2.96179e-05	ngram	2	2.17557e-05
leven te	1106		2212	2.96179e-05	ngram	2	2.17557e-05
: Heer	1106		2212	2.96179e-05	ngram	2	2.17557e-05
en Gerrit	1106		2212	2.96179e-05	ngram	2	2.17557e-05
desen is	1106		2212	2.96179e-05	ngram	2	2.17557e-05
voor al	1105		2210	2.95911e-05	ngram	2	2.1736e-05
verclaert ,	1105		2210	2.95911e-05	ngram	2	2.1736e-05
oock by	1105		2210	2.95911e-05	ngram	2	2.1736e-05
is tot	1105		2210	2.95911e-05	ngram	2	2.1736e-05
deses Desomme	1105		2210	2.95911e-05	ngram	2	2.1736e-05
approberen ende	1105		2210	2.95911e-05	ngram	2	2.1736e-05
nae sijn	1104		2208	2.95643e-05	ngram	2	2.17163e-05
exceptie van	1104		2208	2.95643e-05	ngram	2	2.17163e-05
& 3	1104		2208	2.95643e-05	ngram	2	2.17163e-05
over den	1103		2206	2.95375e-05	ngram	2	2.16966e-05
een silver	1101		2202	2.9484e-05	ngram	2	2.16573e-05
of gepretendeert	1100		2200	2.94572e-05	ngram	2	2.16376e-05
goederen sal	1100		2200	2.94572e-05	ngram	2	2.16376e-05
Ende sullen	1100		2200	2.94572e-05	ngram	2	2.16376e-05
Edele achtbaare	1100		2200	2.94572e-05	ngram	2	2.16376e-05
doch dat	1100		2200	2.94572e-05	ngram	2	2.16376e-05
was dat	1099		2198	2.94304e-05	ngram	2	2.1618e-05
voor die	1099		2198	2.94304e-05	ngram	2	2.1618e-05
vereijsschen sal	1099		2198	2.94304e-05	ngram	2	2.1618e-05
ter handen	1099		2198	2.94304e-05	ngram	2	2.1618e-05
tallen tijde	1099		2198	2.94304e-05	ngram	2	2.1618e-05
ofte desselfs	1099		2198	2.94304e-05	ngram	2	2.1618e-05
mits het	1099		2198	2.94304e-05	ngram	2	2.1618e-05
en vordere	1099		2198	2.94304e-05	ngram	2	2.1618e-05
dat transport	1099		2198	2.94304e-05	ngram	2	2.1618e-05
voor hen	1098		2196	2.94037e-05	ngram	2	2.15983e-05
off daer	1098		2196	2.94037e-05	ngram	2	2.15983e-05
niet tegenstaende	1098		2196	2.94037e-05	ngram	2	2.15983e-05
geduurende de	1098		2196	2.94037e-05	ngram	2	2.15983e-05
blijven berusten	1098		2196	2.94037e-05	ngram	2	2.15983e-05
15 .	1098		2196	2.94037e-05	ngram	2	2.15983e-05
transporterende bij	1097		2194	2.93769e-05	ngram	2	2.15786e-05
opregt gedaan	1097		2194	2.93769e-05	ngram	2	2.15786e-05
, geaggreeert	1097		2194	2.93769e-05	ngram	2	2.15786e-05
crachte als	1097		2194	2.93769e-05	ngram	2	2.15786e-05
tijde van	1096		2192	2.93501e-05	ngram	2	2.1559e-05
ter steede	1096		2192	2.93501e-05	ngram	2	2.1559e-05
Johan van	1096		2192	2.93501e-05	ngram	2	2.1559e-05
huwelijk verwekt	1096		2192	2.93501e-05	ngram	2	2.1559e-05
verleeden ,	1095		2190	2.93233e-05	ngram	2	2.15393e-05
vandr .	1095		2190	2.93233e-05	ngram	2	2.15393e-05
van desselvs	1095		2190	2.93233e-05	ngram	2	2.15393e-05
te gelijk	1095		2190	2.93233e-05	ngram	2	2.15393e-05
Inventaris ,	1095		2190	2.93233e-05	ngram	2	2.15393e-05
de requirant	1095		2190	2.93233e-05	ngram	2	2.15393e-05
Belovende etc.	1095		2190	2.93233e-05	ngram	2	2.15393e-05
wil hebbende	1094		2188	2.92965e-05	ngram	2	2.15196e-05
van Catharina	1094		2188	2.92965e-05	ngram	2	2.15196e-05
of eenige	1094		2188	2.92965e-05	ngram	2	2.15196e-05
desen belooft	1094		2188	2.92965e-05	ngram	2	2.15196e-05
voornz .	1093		2186	2.92698e-05	ngram	2	2.14999e-05
sij den	1093		2186	2.92698e-05	ngram	2	2.14999e-05
ende hy	1093		2186	2.92698e-05	ngram	2	2.14999e-05
' andere	1093		2186	2.92698e-05	ngram	2	2.14999e-05
wterste wille	1092		2184	2.9243e-05	ngram	2	2.14803e-05
verklaart dat	1092		2184	2.9243e-05	ngram	2	2.14803e-05
van haren	1092		2184	2.9243e-05	ngram	2	2.14803e-05
tespreecken soo	1092		2184	2.9243e-05	ngram	2	2.14803e-05
scheen en	1092		2184	2.9243e-05	ngram	2	2.14803e-05
Jonge dochter	1092		2184	2.9243e-05	ngram	2	2.14803e-05
is met	1092		2184	2.9243e-05	ngram	2	2.14803e-05
ende gecompareert	1092		2184	2.9243e-05	ngram	2	2.14803e-05
dage ende	1092		2184	2.9243e-05	ngram	2	2.14803e-05
ampele ende	1092		2184	2.9243e-05	ngram	2	2.14803e-05
u geinsinueerde	1091		2182	2.92162e-05	ngram	2	2.14606e-05
dese Stadt	1091		2182	2.92162e-05	ngram	2	2.14606e-05
voor Soldaet	1090		2180	2.91894e-05	ngram	2	2.14409e-05
voor twee	1089		2178	2.91626e-05	ngram	2	2.14213e-05
volgens acte	1089		2178	2.91626e-05	ngram	2	2.14213e-05
verleden bij	1089		2178	2.91626e-05	ngram	2	2.14213e-05
uit het	1089		2178	2.91626e-05	ngram	2	2.14213e-05
middelen ,	1089		2178	2.91626e-05	ngram	2	2.14213e-05
het eene	1089		2178	2.91626e-05	ngram	2	2.14213e-05
haer selven	1089		2178	2.91626e-05	ngram	2	2.14213e-05
haer moeder	1089		2178	2.91626e-05	ngram	2	2.14213e-05
: E	1089		2178	2.91626e-05	ngram	2	2.14213e-05
de ordre	1089		2178	2.91626e-05	ngram	2	2.14213e-05
de Jongh	1089		2178	2.91626e-05	ngram	2	2.14213e-05
boedel ende	1089		2178	2.91626e-05	ngram	2	2.14213e-05
sullen komen	1088		2176	2.91359e-05	ngram	2	2.14016e-05
sij Comparante	1088		2176	2.91359e-05	ngram	2	2.14016e-05
mogen bestaen	1088		2176	2.91359e-05	ngram	2	2.14016e-05
mits de	1088		2176	2.91359e-05	ngram	2	2.14016e-05
hij deselve	1088		2176	2.91359e-05	ngram	2	2.14016e-05
Hendrik de	1088		2176	2.91359e-05	ngram	2	2.14016e-05
gerechticheden ,	1088		2176	2.91359e-05	ngram	2	2.14016e-05
die niet	1088		2176	2.91359e-05	ngram	2	2.14016e-05
, schoon	1087		2174	2.91091e-05	ngram	2	2.13819e-05
en ondervonden	1087		2174	2.91091e-05	ngram	2	2.13819e-05
ende bekenden	1087		2174	2.91091e-05	ngram	2	2.13819e-05
die daerop	1087		2174	2.91091e-05	ngram	2	2.13819e-05
B :	1087		2174	2.91091e-05	ngram	2	2.13819e-05
: )	1087		2174	2.91091e-05	ngram	2	2.13819e-05
uijtgesondert van	1086		2172	2.90823e-05	ngram	2	2.13622e-05
noch toe	1086		2172	2.90823e-05	ngram	2	2.13622e-05
comparanten binnen	1086		2172	2.90823e-05	ngram	2	2.13622e-05
als aen	1086		2172	2.90823e-05	ngram	2	2.13622e-05
van genoegsaame	1085		2170	2.90555e-05	ngram	2	2.13426e-05
rechte .	1085		2170	2.90555e-05	ngram	2	2.13426e-05
forme van	1085		2170	2.90555e-05	ngram	2	2.13426e-05
door des	1085		2170	2.90555e-05	ngram	2	2.13426e-05
dito ,	1085		2170	2.90555e-05	ngram	2	2.13426e-05
disponeeren ,	1085		2170	2.90555e-05	ngram	2	2.13426e-05
Begeerende daerom	1085		2170	2.90555e-05	ngram	2	2.13426e-05
sijne qualiteit	1084		2168	2.90287e-05	ngram	2	2.13229e-05
profijte van	1084		2168	2.90287e-05	ngram	2	2.13229e-05
naa de	1084		2168	2.90287e-05	ngram	2	2.13229e-05
hebben sy	1084		2168	2.90287e-05	ngram	2	2.13229e-05
haar 2	1084		2168	2.90287e-05	ngram	2	2.13229e-05
den Bosch	1084		2168	2.90287e-05	ngram	2	2.13229e-05
Calangien en	1084		2168	2.90287e-05	ngram	2	2.13229e-05
andere ,	1084		2168	2.90287e-05	ngram	2	2.13229e-05
voogdesse over	1083		2166	2.9002e-05	ngram	2	2.13032e-05
te bet	1083		2166	2.9002e-05	ngram	2	2.13032e-05
gaff ende	1083		2166	2.9002e-05	ngram	2	2.13032e-05
doende etc.	1083		2166	2.9002e-05	ngram	2	2.13032e-05
twee eerste	1082		2164	2.89752e-05	ngram	2	2.12836e-05
mede tot	1082		2164	2.89752e-05	ngram	2	2.12836e-05
en uijterste	1082		2164	2.89752e-05	ngram	2	2.12836e-05
ende eerder	1082		2164	2.89752e-05	ngram	2	2.12836e-05
de en	1082		2164	2.89752e-05	ngram	2	2.12836e-05
best bestaan	1082		2164	2.89752e-05	ngram	2	2.12836e-05
sijn hebbende	1081		2162	2.89484e-05	ngram	2	2.12639e-05
o 1640	1081		2162	2.89484e-05	ngram	2	2.12639e-05
het de	1081		2162	2.89484e-05	ngram	2	2.12639e-05
gekomen en	1081		2162	2.89484e-05	ngram	2	2.12639e-05
en Johannes	1081		2162	2.89484e-05	ngram	2	2.12639e-05
persoon of	1080		2160	2.89216e-05	ngram	2	2.12442e-05
in geenderley	1080		2160	2.89216e-05	ngram	2	2.12442e-05
den Hr.	1080		2160	2.89216e-05	ngram	2	2.12442e-05
soo groot	1079		2158	2.88948e-05	ngram	2	2.12246e-05
niet verder	1079		2158	2.88948e-05	ngram	2	2.12246e-05
het overlyden	1079		2158	2.88948e-05	ngram	2	2.12246e-05
allen dagen	1079		2158	2.88948e-05	ngram	2	2.12246e-05
syn Compte	1078		2156	2.88681e-05	ngram	2	2.12049e-05
selve in	1078		2156	2.88681e-05	ngram	2	2.12049e-05
levens ,	1078		2156	2.88681e-05	ngram	2	2.12049e-05
gelieft te	1078		2156	2.88681e-05	ngram	2	2.12049e-05
gehad en	1078		2156	2.88681e-05	ngram	2	2.12049e-05
ende verschooten	1078		2156	2.88681e-05	ngram	2	2.12049e-05
der kinderen	1078		2156	2.88681e-05	ngram	2	2.12049e-05
a 4	1078		2156	2.88681e-05	ngram	2	2.12049e-05
@ 1642	1078		2156	2.88681e-05	ngram	2	2.12049e-05
zoude kunnen	1077		2154	2.88413e-05	ngram	2	2.11852e-05
onder die	1077		2154	2.88413e-05	ngram	2	2.11852e-05
Nicolaas van	1077		2154	2.88413e-05	ngram	2	2.11852e-05
haer oock	1077		2154	2.88413e-05	ngram	2	2.11852e-05
en gelevert	1077		2154	2.88413e-05	ngram	2	2.11852e-05
ende der	1077		2154	2.88413e-05	ngram	2	2.11852e-05
sijne aenstaende	1076		2152	2.88145e-05	ngram	2	2.11655e-05
seijde ,	1076		2152	2.88145e-05	ngram	2	2.11655e-05
regt van	1076		2152	2.88145e-05	ngram	2	2.11655e-05
hondt :	1076		2152	2.88145e-05	ngram	2	2.11655e-05
bij testament	1076		2152	2.88145e-05	ngram	2	2.11655e-05
testament ende	1075		2150	2.87877e-05	ngram	2	2.11459e-05
opdracht ende	1075		2150	2.87877e-05	ngram	2	2.11459e-05
deser stadt	1075		2150	2.87877e-05	ngram	2	2.11459e-05
sijnde interessen	1074		2148	2.87609e-05	ngram	2	2.11262e-05
werelt ontruijmen	1073		2146	2.87342e-05	ngram	2	2.11065e-05
van Bergen	1073		2146	2.87342e-05	ngram	2	2.11065e-05
rock met	1073		2146	2.87342e-05	ngram	2	2.11065e-05
regta fol.	1073		2146	2.87342e-05	ngram	2	2.11065e-05
en belofte	1073		2146	2.87342e-05	ngram	2	2.11065e-05
d'voorn .	1073		2146	2.87342e-05	ngram	2	2.11065e-05
Dirck Vander	1073		2146	2.87342e-05	ngram	2	2.11065e-05
de voornd	1073		2146	2.87342e-05	ngram	2	2.11065e-05
bewint of	1073		2146	2.87342e-05	ngram	2	2.11065e-05
waarde van	1072		2144	2.87074e-05	ngram	2	2.10869e-05
vande Westinde	1072		2144	2.87074e-05	ngram	2	2.10869e-05
req :	1072		2144	2.87074e-05	ngram	2	2.10869e-05
comparant verkocht	1072		2144	2.87074e-05	ngram	2	2.10869e-05
behoren ,	1072		2144	2.87074e-05	ngram	2	2.10869e-05
tgeene bij	1071		2142	2.86806e-05	ngram	2	2.10672e-05
ten dienste	1071		2142	2.86806e-05	ngram	2	2.10672e-05
selve ,	1071		2142	2.86806e-05	ngram	2	2.10672e-05
minderjarige kind	1071		2142	2.86806e-05	ngram	2	2.10672e-05
, Jacob	1071		2142	2.86806e-05	ngram	2	2.10672e-05
gelegen inde	1071		2142	2.86806e-05	ngram	2	2.10672e-05
desen aan	1071		2142	2.86806e-05	ngram	2	2.10672e-05
van Kosten	1070		2140	2.86538e-05	ngram	2	2.10475e-05
sijn Competerende	1070		2140	2.86538e-05	ngram	2	2.10475e-05
nae syn	1070		2140	2.86538e-05	ngram	2	2.10475e-05
ende lyden	1070		2140	2.86538e-05	ngram	2	2.10475e-05
versterven op	1069		2138	2.86271e-05	ngram	2	2.10278e-05
sal ;	1069		2138	2.86271e-05	ngram	2	2.10278e-05
lesten penn	1069		2138	2.86271e-05	ngram	2	2.10278e-05
deses in	1069		2138	2.86271e-05	ngram	2	2.10278e-05
de gemeene	1069		2138	2.86271e-05	ngram	2	2.10278e-05
de Erfgenamen	1069		2138	2.86271e-05	ngram	2	2.10278e-05
wille .	1068		2136	2.86003e-05	ngram	2	2.10082e-05
te restitueren	1068		2136	2.86003e-05	ngram	2	2.10082e-05
overleedene man	1068		2136	2.86003e-05	ngram	2	2.10082e-05
hend .	1068		2136	2.86003e-05	ngram	2	2.10082e-05
gehouden zal	1068		2136	2.86003e-05	ngram	2	2.10082e-05
deser voorss	1068		2136	2.86003e-05	ngram	2	2.10082e-05
aftreck van	1068		2136	2.86003e-05	ngram	2	2.10082e-05
Octob :	1067		2134	2.85735e-05	ngram	2	2.09885e-05
haere kinderen	1067		2134	2.85735e-05	ngram	2	2.09885e-05
en Jacobus	1067		2134	2.85735e-05	ngram	2	2.09885e-05
ende elx	1067		2134	2.85735e-05	ngram	2	2.09885e-05
van achten	1066		2132	2.85467e-05	ngram	2	2.09688e-05
tot sijnen	1066		2132	2.85467e-05	ngram	2	2.09688e-05
sij comparanten	1066		2132	2.85467e-05	ngram	2	2.09688e-05
mitsgaders tot	1066		2132	2.85467e-05	ngram	2	2.09688e-05
Hoorn ,	1066		2132	2.85467e-05	ngram	2	2.09688e-05
gewoont hebbende	1066		2132	2.85467e-05	ngram	2	2.09688e-05
gepasseert .	1066		2132	2.85467e-05	ngram	2	2.09688e-05
gemaeckt en	1066		2132	2.85467e-05	ngram	2	2.09688e-05
fideicommis vervat	1066		2132	2.85467e-05	ngram	2	2.09688e-05
ende aldaar	1066		2132	2.85467e-05	ngram	2	2.09688e-05
den Name	1066		2132	2.85467e-05	ngram	2	2.09688e-05
de beurs	1066		2132	2.85467e-05	ngram	2	2.09688e-05
boven ende	1066		2132	2.85467e-05	ngram	2	2.09688e-05
Testamente ,	1065		2130	2.85199e-05	ngram	2	2.09492e-05
in derselver	1065		2130	2.85199e-05	ngram	2	2.09492e-05
Henrick Schaef	1065		2130	2.85199e-05	ngram	2	2.09492e-05
de Requirante	1065		2130	2.85199e-05	ngram	2	2.09492e-05
aan hun	1065		2130	2.85199e-05	ngram	2	2.09492e-05
aan een	1065		2130	2.85199e-05	ngram	2	2.09492e-05
15 „	1065		2130	2.85199e-05	ngram	2	2.09492e-05
sullende de	1064		2128	2.84932e-05	ngram	2	2.09295e-05
steede als	1064		2128	2.84932e-05	ngram	2	2.09295e-05
desen solemmelijck	1064		2128	2.84932e-05	ngram	2	2.09295e-05
substitueeren en	1063		2126	2.84664e-05	ngram	2	2.09098e-05
stuij .	1063		2126	2.84664e-05	ngram	2	2.09098e-05
soo lang	1063		2126	2.84664e-05	ngram	2	2.09098e-05
